Nearest Neighbor:
Run 0:
    Classified ', 1.515740, 13.389999, 3.143000, 1.253000, 71.489998, 0.000000, 8.658000, 0.000000, 0.000000' as '3', actual class: '3'
    Classified ', 1.520280, 12.724999, 0.000000, 1.253000, 73.169998, 0.000000, 10.809999, 0.000000, 0.255000' as '6', actual class: '5'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.621000, 7.582000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.515740, 12.059999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.520280, 14.054999, 3.592000, 0.290000, 71.489998, 0.000000, 8.658000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.518010, 12.724999, 2.694000, 1.253000, 72.610001, 0.000000, 8.658000, 0.000000, 0.000000' as '1', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.515740, 13.389999, 3.143000, 0.932000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '3'
    Classified ', 1.515740, 13.389999, 3.143000, 1.574000, 71.489998, 0.000000, 8.658000, 0.000000, 0.051000' as '7', actual class: '3'
    Classified ', 1.515740, 12.059999, 3.143000, 1.253000, 72.610001, 0.000000, 8.658000, 0.000000, 0.102000' as '1', actual class: '1'
    Classified ', 1.511200, 16.715000, 0.000000, 0.290000, 74.850006, 0.000000, 6.506000, 0.000000, 0.000000' as '5', actual class: '6'
    Classified ', 1.518010, 12.724999, 3.592000, 0.932000, 72.610001, 0.000000, 7.582000, 0.000000, 0.102000' as '2', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '3'
    Classified ', 1.515740, 12.059999, 3.143000, 1.574000, 73.169998, 0.621000, 7.582000, 0.000000, 0.051000' as '2', actual class: '2'
    Classified ', 1.520280, 13.389999, 2.245000, 1.253000, 71.489998, 0.000000, 9.733999, 0.000000, 0.153000' as '6', actual class: '2'
    Classified ', 1.515740, 13.389999, 3.592000, 0.932000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.518010, 13.389999, 0.000000, 0.290000, 74.290001, 0.000000, 10.809999, 0.000000, 0.000000' as '6', actual class: '2'
    Classified ', 1.515740, 12.724999, 3.592000, 1.574000, 72.610001, 0.621000, 7.582000, 0.000000, 0.255000' as '3', actual class: '1'
    Classified ', 1.515740, 12.059999, 3.143000, 0.932000, 73.169998, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.515740, 12.059999, 3.143000, 1.253000, 72.610001, 0.000000, 8.658000, 0.000000, 0.000000' as '3', actual class: '1'
Accuracy: 28.5714%
Run 9:
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '3'
    Classified ', 1.513470, 14.719999, 0.000000, 2.216000, 73.169998, 0.000000, 7.582000, 0.630000, 0.000000' as '7', actual class: '7'
    Classified ', 1.520280, 12.724999, 3.592000, 0.932000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '2'
    Classified ', 1.511200, 12.724999, 0.000000, 2.858000, 70.369995, 5.589000, 6.506000, 0.000000, 0.000000' as '5', actual class: '5'
    Classified ', 1.515740, 12.724999, 3.592000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '1', actual class: '2'
    Classified ', 1.518010, 13.389999, 2.245000, 0.932000, 72.610001, 0.000000, 9.733999, 0.000000, 0.000000' as '5', actual class: '6'
    Classified ', 1.513470, 13.389999, 0.000000, 2.537000, 73.169998, 0.000000, 8.658000, 0.630000, 0.000000' as '7', actual class: '7'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '2'
    Classified ', 1.515740, 12.059999, 2.694000, 1.574000, 73.169998, 0.621000, 7.582000, 0.000000, 0.000000' as '2', actual class: '2'
    Classified ', 1.511200, 14.054999, 1.347000, 1.253000, 74.290001, 0.000000, 7.582000, 0.000000, 0.000000' as '7', actual class: '6'
    Classified ', 1.518010, 13.389999, 3.143000, 1.253000, 72.050003, 0.000000, 7.582000, 0.000000, 0.000000' as '1', actual class: '1'
    Classified ', 1.522550, 13.389999, 3.143000, 0.932000, 72.050003, 0.000000, 8.658000, 0.000000, 0.000000' as '3', actual class: '7'
    Classified ', 1.513470, 12.724999, 3.143000, 1.253000, 73.169998, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '2'
    Classified ', 1.515740, 14.054999, 0.000000, 2.537000, 73.169998, 0.000000, 8.658000, 0.315000, 0.051000' as '7', actual class: '7'
    Classified ', 1.515740, 12.724999, 3.143000, 1.253000, 72.610001, 0.000000, 7.582000, 0.000000, 0.000000' as '3', actual class: '1'
    Classified ', 1.518010, 13.389999, 3.143000, 0.611000, 72.610001, 0.000000, 8.658000, 0.000000, 0.204000' as '1', actual class: '3'
    Classified ', 1.515740, 13.389999, 3.592000, 0.611000, 72.610001, 0.000000, 8.658000, 0.000000, 0.000000' as '3', actual class: '3'
    Classified ', 1.515740, 12.724999, 3.143000, 0.932000, 72.610001, 0.000000, 7.582000, 0.000000, 0.204000' as '2', actual class: '1'
    Classified ', 1.518010, 14.054999, 0.000000, 1.574000, 72.610001, 1.242000, 5.430000, 2.835000, 0.000000' as '7', actual class: '7'
    Classified ', 1.518010, 13.389999, 2.245000, 1.253000, 72.050003, 0.000000, 8.658000, 0.000000, 0.000000' as '5', actual class: '6'
    Classified ', 1.520280, 12.724999, 1.347000, 1.895000, 72.050003, 0.621000, 8.658000, 0.000000, 0.459000' as '7', actual class: '5'
Accuracy: 42.8571%
Average accuracy: 46.1905%
